"date","fips","mmwr_week","recip_county","recip_state","series_complete_pop_pct","series_complete_yes","series_complete_12plus","series_complete_12pluspop","series_complete_18plus","series_complete_18pluspop","series_complete_65plus","series_complete_65pluspop","completeness_pct","administered_dose1_recip","administered_dose1_pop_pct","administered_dose1_recip_12plus","administered_dose1_recip_12pluspop_pct","administered_dose1_recip_18plus","administered_dose1_recip_18pluspop_pct","administered_dose1_recip_65plus","administered_dose1_recip_65pluspop_pct","svi_ctgy","series_complete_pop_pct_svi","series_complete_12pluspop_pct_svi","series_complete_18pluspop_pct_svi","series_complete_65pluspop_pct_svi"
"2021-08-23T00:00:00.000","51109","34","Louisa County","VA","3","1119","1118","3.4","1088","3.6","438","5.7","51.3","1339","3.6","1338","4.1","1298","4.3","516","6.8","Low-Mod","Low VC/Low-Mod SVI","Low VC/Low-Mod SVI","Low VC/Low-Mod SVI","Low VC/Low-Mod SVI"
"2021-08-23T00:00:00.000","12087","34","Monroe County","FL","61.5","45629","45625","68.5","44550","70.7","16485","93.5","98.6","55897","75.3","55880","84.0","54178","86","18769","99.9","Low-Mod","High VC/Low-Mod SVI","High VC/Low-Mod SVI","High VC/Low-Mod SVI","High VC/Low-Mod SVI"
"2021-08-23T00:00:00.000","19035","34","Cherokee County","IA","45","5061","5061","52.5","4978","56.5","2209","79.7","97.5","5500","49","5500","57.1","5361","60.9","2321","83.8","Low","Mod-High VC/Low SVI","High VC/Low SVI","High VC/Low SVI","High VC/Low SVI"
"2021-08-23T00:00:00.000","48045","34","Briscoe County","TX","0","0","0","0.0","0","0","0","0","0","0","0","0","0.0","0","0","0","0","Low-Mod",,,,
"2021-08-23T00:00:00.000","27159","34","Wadena County","MN","40.2","5498","5495","48.4","5343","52.7","2450","83.9","94.4","6263","45.8","6256","55.1","6051","59.7","2892","99","Mod-High","Mod-High VC/Mod-High SVI","Mod-High VC/Mod-High SVI","High VC/Mod-High SVI","High VC/Mod-High SVI"
"2021-08-23T00:00:00.000","39117","34","Morrow County","OH","33.9","11985","11985","39.4","11593","42.4","4401","69.9","97.6","12135","34.3","12135","39.9","11683","42.7","4424","70.3","Low","Low-Mod VC/Low SVI","Low-Mod VC/Low SVI","Mod-High VC/Low SVI","Mod-High VC/Low SVI"
"2021-08-23T00:00:00.000","36071","34","Orange County","NY","52.1","200724","200721","62.4","188608","65.7","44701","81.1","97.5","223499","58.1","223480","69.5","208524","72.7","47951","87","Mod-High","High VC/Mod-High SVI","High VC/Mod-High SVI","High VC/Mod-High SVI","High VC/Mod-High SVI"
"2021-08-23T00:00:00.000","39157","34","Tuscarawas County","OH","35.9","33014","33014","42.2","32009","45.1","13296","72.4","97.6","33972","36.9","33972","43.5","32785","46.2","13373","72.8","Low-Mod","Low-Mod VC/Low-Mod SVI","Mod-High VC/Low-Mod SVI","Mod-High VC/Low-Mod SVI","High VC/Low-Mod SVI"
"2021-08-23T00:00:00.000","19059","34","Dickinson County","IA","50","8622","8622","57.0","8364","59.8","3839","83.2","97.5","9315","54","9315","61.6","8965","64.1","3976","86.2","Low","High VC/Low SVI","High VC/Low SVI","High VC/Low SVI","High VC/Low SVI"
"2021-08-23T00:00:00.000","08023","34","Costilla County","CO","51.5","2001","1998","58.4","1918","61","760","72.6","97.4","2012","51.8",,"0.0",,"0",,"0","High","High VC/High SVI","High VC/High SVI","High VC/High SVI","High VC/High SVI"
"2021-08-23T00:00:00.000","13009","34","Baldwin County","GA","8.7","3889","3889","9.8","3482","9.5","781","10.6","54.9","5183","11.5","5182","13.1","4488","12.3","1020","13.8","High","Low VC/High SVI","Low VC/High SVI","Low VC/High SVI","Low VC/High SVI"
"2021-08-23T00:00:00.000","31119","34","Madison County","NE","35.4","12430","12429","42.9","11965","45.8","4244","74.5","88.9",,"0",,"0.0",,"0",,"0","Mod-High","Low-Mod VC/Mod-High SVI","Mod-High VC/Mod-High SVI","Mod-High VC/Mod-High SVI","High VC/Mod-High SVI"
"2021-08-23T00:00:00.000","31167","34","Stanton County","NE","21.9","1296","1296","26.0","1265","28.3","506","45.6","88.9",,"0",,"0.0",,"0",,"0","Low","Low VC/Low SVI","Low VC/Low SVI","Low VC/Low SVI","Low-Mod VC/Low SVI"
"2021-08-23T00:00:00.000","22007","34","Assumption Parish","LA","31.3","6846","6846","36.1","6667","38.6","2657","64.7","96.3","8761","40","8760","46.3","8424","48.8","2933","71.5","High","Low-Mod VC/High SVI","Low-Mod VC/High SVI","Low-Mod VC/High SVI","Mod-High VC/High SVI"
"2021-08-23T00:00:00.000","51590","34","Danville city","VA","0.4","162","162","0.5","154","0.5","18","0.2","51.3","239","0.6","239","0.7","225","0.7","22","0.3","High","Low VC/High SVI","Low VC/High SVI","Low VC/High SVI","Low VC/High SVI"
"2021-08-23T00:00:00.000","54109","34","Wyoming County","WV","34.6","7054","7050","39.6","6659","41","2815","62.8","57.8","8392","41.1","8386","47.1","7783","47.9","3055","68.1","Mod-High","Low-Mod VC/Mod-High SVI","Low-Mod VC/Mod-High SVI","Mod-High VC/Mod-High SVI","Mod-High VC/Mod-High SVI"
"2021-08-23T00:00:00.000","51127","34","New Kent County","VA","21.6","4989","4986","24.8","4780","25.9","1655","40.5","51.3","5574","24.1","5570","27.7","5302","28.7","1773","43.4","Low","Low VC/Low SVI","Low VC/Low SVI","Low VC/Low SVI","Low-Mod VC/Low SVI"
"2021-08-23T00:00:00.000","09013","34","Tolland County","CT","57.4","86554","86543","64.2","81337","65.2","22531","91.7","98.4","93205","61.8","93169","69.1","87158","69.8","23690","96.4","Low","High VC/Low SVI","High VC/Low SVI","High VC/Low SVI","High VC/Low SVI"
"2021-08-23T00:00:00.000","37065","34","Edgecombe County","NC","36.1","18579","18577","42.3","18070","45.3","7316","69.6","96.3","21992","42.7","21972","50.0","21157","53","7849","74.7","High","Low-Mod VC/High SVI","Mod-High VC/High SVI","Mod-High VC/High SVI","Mod-High VC/High SVI"
"2021-08-23T00:00:00.000","41035","34","Klamath County","OR","40.1","27337","27302","46.9","26319","49.1","10766","72.8","97.7","30428","44.6","30380","52.2","29154","54.4","11507","77.8","High","Mod-High VC/High SVI","Mod-High VC/High SVI","Mod-High VC/High SVI","High VC/High SVI"
"2021-08-23T00:00:00.000","41049","34","Morrow County","OR","41","4761","4760","49.9","4529","53.8","1348","69.3","97.7","5421","46.7","5417","56.8","5104","60.6","1435","73.8","High","Mod-High VC/High SVI","Mod-High VC/High SVI","High VC/High SVI","Mod-High VC/High SVI"
"2021-08-23T00:00:00.000","51003","34","Albemarle County","VA","22.3","24363","24240","25.5","22155","25.2","5969","28.2","51.3","28150","25.7","27986","29.4","25677","29.3","6902","32.6","Low","Low VC/Low SVI","Low VC/Low SVI","Low VC/Low SVI","Low VC/Low SVI"
"2021-08-23T00:00:00.000","45019","34","Charleston County","SC","51.4","211352","210968","59.1","201574","60.8","57573","82.5","93.7","243932","59.3","243356","68.2","230740","69.6","62242","89.1","Low-Mod","High VC/Low-Mod SVI","High VC/Low-Mod SVI","High VC/Low-Mod SVI","High VC/Low-Mod SVI"
"2021-08-23T00:00:00.000","49057","34","Weber County","UT","43","111784","111778","52.7","104172","55.5","24901","80.7","97.2","133175","51.2","133161","62.8","122231","65.1","28138","91.1","Low-Mod","Mod-High VC/Low-Mod SVI","High VC/Low-Mod SVI","High VC/Low-Mod SVI","High VC/Low-Mod SVI"
"2021-08-23T00:00:00.000","36043","34","Herkimer County","NY","48.6","29790","29789","55.8","28347","58.1","10195","78.3","97.5","32040","52.3","32039","60.0","30257","62","10688","82.1","Mod-High","Mod-High VC/Mod-High SVI","High VC/Mod-High SVI","High VC/Mod-High SVI","High VC/Mod-High SVI"
"2021-08-23T00:00:00.000","72033","34","Catano Municipio","PR","53.6","12385","12382","60.0","11502","60.6","2977","75.7","96","14803","64","14793","71.7","13576","71.5","3504","89.1","High","High VC/High SVI","High VC/High SVI","High VC/High SVI","High VC/High SVI"
"2021-08-23T00:00:00.000","51185","34","Tazewell County","VA","25.6","10409","10401","29.2","10028","30.6","3912","41.8","51.3","12388","30.5","12374","34.8","11824","36.1","4459","47.6","Mod-High","Low VC/Mod-High SVI","Low VC/Mod-High SVI","Low-Mod VC/Mod-High SVI","Low-Mod VC/Mod-High SVI"
"2021-08-23T00:00:00.000","05017","34","Chicot County","AR","41.4","4187","4182","48.2","4061","51.4","1655","77.5","89.7","5235","51.7","5226","60.2","4976","63","1863","87.2","High","Mod-High VC/High SVI","Mod-High VC/High SVI","High VC/High SVI","High VC/High SVI"
"2021-08-23T00:00:00.000","08113","34","San Miguel County","CO","70.5","5768","5758","79.0","5380","79.5","973","76.9","97.4","6454","78.9",,"0.0",,"0",,"0","Low","High VC/Low SVI","High VC/Low SVI","High VC/Low SVI","High VC/Low SVI"
"2021-08-23T00:00:00.000","21193","34","Perry County","KY","45.9","11814","11814","54.3","11411","57.5","3702","82.4","93.4","14009","54.4","14009","64.4","13327","67.2","4014","89.3","High","Mod-High VC/High SVI","High VC/High SVI","High VC/High SVI","High VC/High SVI"
"2021-08-23T00:00:00.000","47137","34","Pickett County","TN","34.9","1763","1763","38.8","1742","41.6","906","64.5","97.8","2009","39.8","2008","44.2","1973","47.1","977","69.6","Low-Mod","Low-Mod VC/Low-Mod SVI","Low-Mod VC/Low-Mod SVI","Mod-High VC/Low-Mod SVI","Mod-High VC/Low-Mod SVI"
"2021-08-23T00:00:00.000","55091","34","Pepin County","WI","42.1","3071","3071","48.9","2919","50.6","1289","75.2","97","3274","44.9","3274","52.1","3094","53.6","1329","77.5","Low","Mod-High VC/Low SVI","Mod-High VC/Low SVI","High VC/Low SVI","High VC/Low SVI"
"2021-08-23T00:00:00.000","50003","34","Bennington County","VT","36.2","12857","12857","41.1","11971","41.5","4401","53.1","73.7","14573","41.1","14569","46.5","13558","47","4807","58","Low-Mod","Low-Mod VC/Low-Mod SVI","Mod-High VC/Low-Mod SVI","Mod-High VC/Low-Mod SVI","Mod-High VC/Low-Mod SVI"
"2021-08-23T00:00:00.000","21161","34","Mason County","KY","41.5","7077","7077","48.9","6829","52","2505","78.5","93.4","7868","46.1","7868","54.3","7539","57.4","2635","82.6","Mod-High","Mod-High VC/Mod-High SVI","Mod-High VC/Mod-High SVI","High VC/Mod-High SVI","High VC/Mod-High SVI"
"2021-08-23T00:00:00.000","47001","34","Anderson County","TN","44.1","33922","33919","50.9","32694","53.9","12120","77.7","97.8","38633","50.2","38623","58.0","36833","60.7","12985","83.2","Mod-High","Mod-High VC/Mod-High SVI","High VC/Mod-High SVI","High VC/Mod-High SVI","High VC/Mod-High SVI"
"2021-08-23T00:00:00.000","29223","34","Wayne County","MO","28.2","3633","3633","32.5","3577","34.9","1814","57.9","91","4467","34.7","4467","40.0","4368","42.6","2045","65.3","High","Low VC/High SVI","Low-Mod VC/High SVI","Low-Mod VC/High SVI","Mod-High VC/High SVI"
"2021-08-23T00:00:00.000","16011","34","Bingham County","ID","33.5","15698",,,"15647","48","5077","74.8","97.7","17676","37.8",,,"17582","54","5442","80.2","Mod-High","Low-Mod VC/Mod-High SVI","Mod-High VC/Mod-High SVI","Mod-High VC/Mod-High SVI","High VC/Mod-High SVI"
"2021-08-23T00:00:00.000","37041","34","Chowan County","NC","37.3","5202","5200","42.7","5067","45.4","2336","66.3","96.3","7106","51","7096","58.3","6857","61.4","3011","85.5","High","Low-Mod VC/High SVI","Mod-High VC/High SVI","Mod-High VC/High SVI","Mod-High VC/High SVI"
"2021-08-23T00:00:00.000","13215","34","Muscogee County","GA","27.4","53650","53647","33.0","50762","34.4","15988","59.5","54.9","65554","33.5","65532","40.3","61055","41.4","18624","69.3","High","Low VC/High SVI","Low-Mod VC/High SVI","Low-Mod VC/High SVI","Mod-High VC/High SVI"
"2021-08-23T00:00:00.000","55107","34","Rusk County","WI","33.4","4737","4737","38.4","4600","40.7","2176","61.8","97","5129","36.2","5129","41.6","4959","43.9","2307","65.6","Low-Mod","Low-Mod VC/Low-Mod SVI","Low-Mod VC/Low-Mod SVI","Mod-High VC/Low-Mod SVI","Mod-High VC/Low-Mod SVI"
"2021-08-23T00:00:00.000","48455","34","Trinity County","TX","0","0","0","0.0","0","0","0","0","0","0","0","0","0.0","0","0","0","0","High",,,,
"2021-08-23T00:00:00.000","20111","34","Lyon County","KS","45.2","15019","15019","52.9","14193","54.9","4264","82.2","93.5","16951","51.1","16951","59.7","15830","61.3","4534","87.4","Mod-High","Mod-High VC/Mod-High SVI","High VC/Mod-High SVI","High VC/Mod-High SVI","High VC/Mod-High SVI"
"2021-08-23T00:00:00.000","50015","34","Lamoille County","VT","51.9","13155","13154","59.7","12295","60.7","3688","81.2","73.7","15556","61.3","15539","70.6","14487","71.5","4029","88.7","Low","High VC/Low SVI","High VC/Low SVI","High VC/Low SVI","High VC/Low SVI"
"2021-08-23T00:00:00.000","05057","34","Hempstead County","AR","22","4745","4744","26.6","4670","29.2","1650","41.4","89.7","6687","31.1","6685","37.5","6466","40.4","2037","51.2","High","Low VC/High SVI","Low VC/High SVI","Low VC/High SVI","Low-Mod VC/High SVI"
"2021-08-23T00:00:00.000","31097","34","Johnson County","NE","44.3","2246","2246","50.3","2188","53.1","695","72","88.9","2258","44.5",,"0.0",,"0",,"0","Mod-High","Mod-High VC/Mod-High SVI","High VC/Mod-High SVI","High VC/Mod-High SVI","High VC/Mod-High SVI"
"2021-08-23T00:00:00.000","01103","34","Morgan County","AL","32.5","38941","38941","38.2","37919","41.1","14825","69.5","92","48578","40.6","48576","47.7","46767","50.6","16781","78.6","Mod-High","Low-Mod VC/Mod-High SVI","Low-Mod VC/Mod-High SVI","Mod-High VC/Mod-High SVI","Mod-High VC/Mod-High SVI"
"2021-08-23T00:00:00.000","08119","34","Teller County","CO","45.9","11646","11629","51.2","11182","53","4363","74.1","97.4","12387","48.8","12365","54.4","11841","56.1","4580","77.8","Low","Mod-High VC/Low SVI","High VC/Low SVI","High VC/Low SVI","High VC/Low SVI"
"2021-08-23T00:00:00.000","27143","34","Sibley County","MN","38.3","5687","5679","44.7","5450","47.6","2046","72.8","94.4","6424","43.2","6415","50.5","6138","53.6","2243","79.8","Low","Low-Mod VC/Low SVI","Mod-High VC/Low SVI","Mod-High VC/Low SVI","High VC/Low SVI"
"2021-08-23T00:00:00.000","22117","34","Washington Parish","LA","30.3","14009","14009","35.9","13615","38.7","5662","66.2","96.3","17704","38.3","17701","45.4","16947","48.2","6309","73.8","High","Low-Mod VC/High SVI","Low-Mod VC/High SVI","Low-Mod VC/High SVI","Mod-High VC/High SVI"
"2021-08-23T00:00:00.000","09005","34","Litchfield County","CT","64.4","116189","116166","72.3","109744","74.2","34995","88.3","98.4","127154","70.5","127095","79.1","119242","80.6","36958","93.2","Low","High VC/Low SVI","High VC/Low SVI","High VC/Low SVI","High VC/Low SVI"
"2021-08-23T00:00:00.000","29093","34","Iron County","MO","29.4","2980","2980","33.8","2910","36.3","1355","61.2","91","3490","34.5","3490","39.6","3388","42.2","1443","65.1","High","Low VC/High SVI","Low-Mod VC/High SVI","Low-Mod VC/High SVI","Mod-High VC/High SVI"
"2021-08-23T00:00:00.000","72119","34","Rio Grande Municipio","PR","49","23550","23545","55.0","21988","55.8","6174","75.6","96","29420","61.3","29407","68.7","27160","68.9","7474","91.5","Mod-High","Mod-High VC/Mod-High SVI","High VC/Mod-High SVI","High VC/Mod-High SVI","High VC/Mod-High SVI"
"2021-08-23T00:00:00.000","48011","34","Armstrong County","TX","0","0","0","0.0","0","0","0","0","0","0","0","0","0.0","0","0","0","0","Low",,,,
"2021-08-23T00:00:00.000","21133","34","Letcher County","KY","40.5","8737","8737","47.3","8433","50","2908","67.8","93.4","9915","46","9915","53.7","9433","55.9","3056","71.3","High","Mod-High VC/High SVI","Mod-High VC/High SVI","High VC/High SVI","Mod-High VC/High SVI"
"2021-08-23T00:00:00.000","35035","34","Otero County","NM","39.1","26376","26375","46.3","24732","47.5","7131","61","83.3","27456","40.7",,"0.0",,"0",,"0","High","Low-Mod VC/High SVI","Mod-High VC/High SVI","Mod-High VC/High SVI","Mod-High VC/High SVI"
"2021-08-23T00:00:00.000","13069","34","Coffee County","GA","20.7","8964","8963","24.8","8739","26.7","2796","45.9","54.9","12015","27.8","12010","33.2","11399","34.9","3135","51.5","High","Low VC/High SVI","Low VC/High SVI","Low VC/High SVI","Low-Mod VC/High SVI"
"2021-08-23T00:00:00.000","27055","34","Houston County","MN","36.3","6749","6748","42.2","6593","45.4","2498","60.9","94.4","8426","45.3","8424","52.7","8199","56.4","3454","84.2","Low","Low-Mod VC/Low SVI","Mod-High VC/Low SVI","Mod-High VC/Low SVI","Mod-High VC/Low SVI"
"2021-08-23T00:00:00.000","41003","34","Benton County","OR","64.9","60371","60191","72.0","56880","72.9","14063","89.9","97.7","63936","68.7","63716","76.2","59992","76.9","14569","93.2","Low-Mod","High VC/Low-Mod SVI","High VC/Low-Mod SVI","High VC/Low-Mod SVI","High VC/Low-Mod SVI"
"2021-08-23T00:00:00.000","22003","34","Allen Parish","LA","26.2","6726","6726","30.8","6585","33.1","2108","54","96.3","8214","32.1","8214","37.6","7962","40","2371","60.7","High","Low VC/High SVI","Low-Mod VC/High SVI","Low-Mod VC/High SVI","Mod-High VC/High SVI"
"2021-08-23T00:00:00.000","28109","34","Pearl River County","MS","31.2","17348","17348","36.6","16938","39.4","7448","70.3","98.3","22478","40.5","22478","47.4","21653","50.4","8261","77.9","Mod-High","Low-Mod VC/Mod-High SVI","Low-Mod VC/Mod-High SVI","Low-Mod VC/Mod-High SVI","High VC/Mod-High SVI"
"2021-08-23T00:00:00.000","51133","34","Northumberland County","VA","22.6","2737","2735","24.9","2685","26","1506","33.2","51.3","2985","24.7","2982","27.2","2928","28.3","1573","34.6","Low","Low VC/Low SVI","Low VC/Low SVI","Low VC/Low SVI","Low-Mod VC/Low SVI"
"2021-08-23T00:00:00.000","48183","34","Gregg County","TX","0","0","0","0.0","0","0","0","0","0","0","0","0","0.0","0","0","0","0","High",,,,
"2021-08-23T00:00:00.000","26027","34","Cass County","MI","35.1","18167","18167","40.3","17528","42.6","6927","62.1","93.8","19382","37.4","19382","43.0","18907","46","7394","66.3","Low-Mod","Low-Mod VC/Low-Mod SVI","Mod-High VC/Low-Mod SVI","Mod-High VC/Low-Mod SVI","Mod-High VC/Low-Mod SVI"
"2021-08-23T00:00:00.000","41031","34","Jefferson County","OR","49.7","12246","12229","58.8","11609","61.4","3844","78.6","97.7","13833","56.1","13800","66.4","12910","68.2","4093","83.7","High","Mod-High VC/High SVI","High VC/High SVI","High VC/High SVI","High VC/High SVI"
"2021-08-23T00:00:00.000","05071","34","Johnson County","AR","34.4","9154","9144","41.0","8772","43.7","2806","62.6","89.7","11967","45","11951","53.6","11222","55.9","3269","72.9","High","Low-Mod VC/High SVI","Mod-High VC/High SVI","Mod-High VC/High SVI","Mod-High VC/High SVI"
"2021-08-23T00:00:00.000","01083","34","Limestone County","AL","26.9","26616","26616","31.4","25911","33.7","9453","62.7","92","32569","32.9","32569","38.4","31371","40.8","10260","68","Mod-High","Low VC/Mod-High SVI","Low-Mod VC/Mod-High SVI","Low-Mod VC/Mod-High SVI","Mod-High VC/Mod-High SVI"
"2021-08-23T00:00:00.000","26045","34","Eaton County","MI","47","51773","51773","54.2","49029","56","16210","77.1","93.8","52794","47.9","52792","55.3","51175","58.5","16789","79.8","Low-Mod","Mod-High VC/Low-Mod SVI","High VC/Low-Mod SVI","High VC/Low-Mod SVI","High VC/Low-Mod SVI"
"2021-08-23T00:00:00.000","72109","34","Patillas Municipio","PR","62.5","10129","10126","70.0","9453","71.1","2788","99.9","96","11525","71.1","11522","79.7","10699","80.4","3089","99.9","Low-Mod","High VC/Low-Mod SVI","High VC/Low-Mod SVI","High VC/Low-Mod SVI","High VC/Low-Mod SVI"
"2021-08-23T00:00:00.000","46059","34","Hand County","SD","33.3","1062","1062","38.9","1025","41","465","56.6","83.8",,"0",,"0.0",,"0",,"0","Low","Low-Mod VC/Low SVI","Low-Mod VC/Low SVI","Mod-High VC/Low SVI","Mod-High VC/Low SVI"
"2021-08-23T00:00:00.000","37037","34","Chatham County","NC","46.3","34469","34423","52.8","32948","55.2","13494","72.4","96.3","40958","55","40894","62.7","38869","65.1","14621","78.5","Low-Mod","Mod-High VC/Low-Mod SVI","High VC/Low-Mod SVI","High VC/Low-Mod SVI","High VC/Low-Mod SVI"
"2021-08-23T00:00:00.000","51091","34","Highland County","VA","50.1","1098","1098","55.3","1077","56.7","552","71","51.3","1163","53.1","1161","58.5","1135","59.8","568","73","Low","High VC/Low SVI","High VC/Low SVI","High VC/Low SVI","High VC/Low SVI"
"2021-08-23T00:00:00.000","36061","34","New York County","NY","67.3","1096725","1096644","74.9","1054318","75.5","215026","77.9","97.5","1255265","77.1","1255116","85.7","1196378","85.7","237730","86.1","Mod-High","High VC/Mod-High SVI","High VC/Mod-High SVI","High VC/Mod-High SVI","High VC/Mod-High SVI"
"2021-08-23T00:00:00.000","27135","34","Roseau County","MN","41.9","6358","6354","49.6","6094","53","2224","80.9","94.4","7026","46.3","7018","54.8","6675","58.1","2351","85.5","Low","Mod-High VC/Low SVI","Mod-High VC/Low SVI","High VC/Low SVI","High VC/Low SVI"
"2021-08-23T00:00:00.000","28035","34","Forrest County","MS","29.6","22167","22166","35.2","21368","37.1","6626","63.6","98.3","27652","36.9","27650","43.9","26172","45.5","7219","69.3","High","Low VC/High SVI","Low-Mod VC/High SVI","Low-Mod VC/High SVI","Mod-High VC/High SVI"
"2021-08-23T00:00:00.000","48425","34","Somervell County","TX","0","0","0","0.0","0","0","0","0","0","0","0","0","0.0","0","0","0","0","Mod-High",,,,
"2021-08-23T00:00:00.000","02020","34","Anchorage Municipality","AK","48.6","139930","139632","58.0","132017","60.3","28517","84.5","96.9","166006","57.6","165511","68.7","154847","70.8","30655","90.8","Low-Mod","Mod-High VC/Low-Mod SVI","High VC/Low-Mod SVI","High VC/Low-Mod SVI","High VC/Low-Mod SVI"
"2021-08-23T00:00:00.000","UNK","34","Unknown County","WV","0","298161","298023","0.0","289426","0","113612","0","57.8","318632","0","318305","0.0","307364","0","119426","0",,,,,
"2021-08-23T00:00:00.000","48069","34","Castro County","TX","0","0","0","0.0","0","0","0","0","0","0","0","0","0.0","0","0","0","0","High",,,,
"2021-08-23T00:00:00.000","13263","34","Talbot County","GA","23","1426","1426","25.8","1380","26.6","572","36.3","54.9","1666","26.9","1666","30.1","1588","30.6","621","39.4","High","Low VC/High SVI","Low VC/High SVI","Low VC/High SVI","Low-Mod VC/High SVI"
"2021-08-23T00:00:00.000","04027","34","Yuma County","AZ","51.6","110251","110238","62.0","103490","64.6","28389","68.7","97.5","130684","61.1","130645","73.5","120697","75.3","32023","77.5","High","High VC/High SVI","High VC/High SVI","High VC/High SVI","Mod-High VC/High SVI"
"2021-08-23T00:00:00.000","33019","34","Sullivan County","NH","53.8","23219","23196","60.9","22249","63.3","7716","81","94","25845","59.9","25816","67.8","24592","70","8340","87.5","Low","High VC/Low SVI","High VC/Low SVI","High VC/Low SVI","High VC/Low SVI"
"2021-08-23T00:00:00.000","55129","34","Washburn County","WI","54.2","8526","8525","61.6","8272","64.8","4032","93.7","97","9073","57.7","9072","65.5","8755","68.6","4190","97.4","Low","High VC/Low SVI","High VC/Low SVI","High VC/Low SVI","High VC/Low SVI"
"2021-08-23T00:00:00.000","16057","34","Latah County","ID","45.4","18193",,,"18044","55.1","4937","87.4","97.7","19979","49.8",,,"19754","60.4","5152","91.2","Low","Mod-High VC/Low SVI","High VC/Low SVI","High VC/Low SVI","High VC/Low SVI"
"2021-08-23T00:00:00.000","35006","34","Cibola County","NM","52.1","13902","13898","61.8","12575","61.4","2905","65","83.3","14467","54.2",,"0.0",,"0",,"0","High","High VC/High SVI","High VC/High SVI","High VC/High SVI","Mod-High VC/High SVI"
"2021-08-23T00:00:00.000","20093","34","Kearny County","KS","39.1","1502","1502","48.6","1463","53.5","466","73.7","93.5","1758","45.8","1758","56.9","1680","61.4","481","76.1","Low-Mod","Low-Mod VC/Low-Mod SVI","Mod-High VC/Low-Mod SVI","High VC/Low-Mod SVI","High VC/Low-Mod SVI"
"2021-08-23T00:00:00.000","55117","34","Sheboygan County","WI","50.5","58211","58210","58.6","55378","61.5","18592","86.9","97","62633","54.3","62628","63.1","59089","65.6","19113","89.3","Low","High VC/Low SVI","High VC/Low SVI","High VC/Low SVI","High VC/Low SVI"
"2021-08-23T00:00:00.000","40127","34","Pushmataha County","OK","25.5","2830","2830","29.7","2785","32.1","1370","52.3","93.6","3400","30.6","3400","35.7","3324","38.3","1485","56.7","High","Low VC/High SVI","Low VC/High SVI","Low-Mod VC/High SVI","Mod-High VC/High SVI"
"2021-08-23T00:00:00.000","51131","34","Northampton County","VA","48.6","5692","5685","55.8","5456","58","2229","70.4","51.3","6328","54","6317","62.0","5994","63.7","2349","74.2","Mod-High","Mod-High VC/Mod-High SVI","High VC/Mod-High SVI","High VC/Mod-High SVI","High VC/Mod-High SVI"
"2021-08-23T00:00:00.000","42103","34","Pike County","PA","46.6","26001","25997","51.9","24681","53.5","8891","67.8","93.8","31676","56.8","31666","63.2","29770","64.6","10993","83.8","Low","Mod-High VC/Low SVI","High VC/Low SVI","High VC/Low SVI","Mod-High VC/Low SVI"
"2021-08-23T00:00:00.000","01009","34","Blount County","AL","20.8","12020","12019","24.4","11751","26.4","4876","45.1","92","16430","28.4","16426","33.4","15847","35.6","5915","54.7","Low-Mod","Low VC/Low-Mod SVI","Low VC/Low-Mod SVI","Low VC/Low-Mod SVI","Low-Mod VC/Low-Mod SVI"
"2021-08-23T00:00:00.000","54095","34","Tyler County","WV","17.1","1467","1467","19.5","1410","20.3","632","31.4","57.8","1719","20","1717","22.8","1646","23.7","694","34.5","Low","Low VC/Low SVI","Low VC/Low SVI","Low VC/Low SVI","Low-Mod VC/Low SVI"
"2021-08-23T00:00:00.000","35031","34","McKinley County","NM","93.5","66722","66708","99.9","57444","99.9","11439","99.9","83.3","73554","99.9","73506","99.9","62535","99.9","12312","99.9","High","High VC/High SVI","High VC/High SVI","High VC/High SVI","High VC/High SVI"
"2021-08-23T00:00:00.000","17141","34","Ogle County","IL","43.4","21972","21941","50.4","20676","52.5","7201","74.2","97.7","27641","54.6","27578","63.4","25900","65.8","8576","88.3","Low-Mod","Mod-High VC/Low-Mod SVI","High VC/Low-Mod SVI","High VC/Low-Mod SVI","High VC/Low-Mod SVI"
"2021-08-23T00:00:00.000","06005","34","Amador County","CA","41.1","16346","16329","45.6","15874","47","7459","68.1","97.3","23878","60.1","23846","66.6","22993","68.1","10422","95.2","Mod-High","Mod-High VC/Mod-High SVI","Mod-High VC/Mod-High SVI","Mod-High VC/Mod-High SVI","Mod-High VC/Mod-High SVI"
"2021-08-23T00:00:00.000","13197","34","Marion County","GA","10.8","903","903","12.4","845","12.7","222","12.7","54.9","1159","13.9","1159","16.0","1059","16","227","13","High","Low VC/High SVI","Low VC/High SVI","Low VC/High SVI","Low VC/High SVI"
"2021-08-23T00:00:00.000","48337","34","Montague County","TX","0","0","0","0.0","0","0","0","0","0","0","0","0","0.0","0","0","0","0","Mod-High",,,,
"2021-08-23T00:00:00.000","25005","34","Bristol County","MA","52.8","298152","297615","60.6","279737","62.3","74909","76.6","89.4","335749","59.4","334932","68.3","312432","69.5","82202","84","Mod-High","High VC/Mod-High SVI","High VC/Mod-High SVI","High VC/Mod-High SVI","High VC/Mod-High SVI"
"2021-08-23T00:00:00.000","48397","34","Rockwall County","TX","0","0","0","0.0","0","0","0","0","0","0","0","0","0.0","0","0","0","0","Low",,,,
