"date","fips","mmwr_week","recip_county","recip_state","series_complete_pop_pct","series_complete_yes","series_complete_12plus","series_complete_12pluspop","series_complete_18plus","series_complete_18pluspop","series_complete_65plus","series_complete_65pluspop","completeness_pct","administered_dose1_recip","administered_dose1_pop_pct","administered_dose1_recip_12plus","administered_dose1_recip_12pluspop_pct","administered_dose1_recip_18plus","administered_dose1_recip_18pluspop_pct","administered_dose1_recip_65plus","administered_dose1_recip_65pluspop_pct","svi_ctgy","series_complete_pop_pct_svi","series_complete_12pluspop_pct_svi","series_complete_18pluspop_pct_svi","series_complete_65pluspop_pct_svi"
"2021-08-23T00:00:00.000","02100","34","Haines Borough","AK","61.1","1547","1544","68.3","1472","71","440","80.3","96.9","1612","63.7","1609","71.2","1534","74","451","82.3","Low","High VC/Low SVI","High VC/Low SVI","High VC/Low SVI","High VC/Low SVI"
"2021-08-23T00:00:00.000","33001","34","Belknap County","NH","53","32484","32479","59.8","31128","62.1","11444","81.9","94","36449","59.5","36433","67.1","34713","69.3","12634","90.4","Low","High VC/Low SVI","High VC/Low SVI","High VC/Low SVI","High VC/Low SVI"
"2021-08-23T00:00:00.000","51179","34","Stafford County","VA","32.2","49286","49186","38.6","44998","39.7","8807","53.6","51.3","56453","36.9","56286","44.1","50826","44.9","9655","58.8","Low","Low-Mod VC/Low SVI","Low-Mod VC/Low SVI","Low-Mod VC/Low SVI","Mod-High VC/Low SVI"
"2021-08-23T00:00:00.000","50013","34","Grand Isle County","VT","67.9","4909","4909","76.9","4653","78.4","1584","99.9","73.7","5527","76.4","5526","86.6","5242","88.4","1725","99.9","Low","High VC/Low SVI","High VC/Low SVI","High VC/Low SVI","High VC/Low SVI"
"2021-08-23T00:00:00.000","39017","34","Butler County","OH","45.5","174425","174425","53.6","164680","56","46541","80.3","97.6","184617","48.2","184611","56.7","172920","58.8","47939","82.7","Low-Mod","Mod-High VC/Low-Mod SVI","High VC/Low-Mod SVI","High VC/Low-Mod SVI","High VC/Low-Mod SVI"
"2021-08-23T00:00:00.000","13221","34","Oglethorpe County","GA","21.8","3329","3329","25.2","3214","26.6","1323","44.7","54.9","3800","24.9","3800","28.7","3608","29.8","1411","47.7","Mod-High","Low VC/Mod-High SVI","Low VC/Mod-High SVI","Low VC/Mod-High SVI","Low-Mod VC/Mod-High SVI"
"2021-08-23T00:00:00.000","29057","34","Dade County","MO","36.2","2738","2738","41.6","2669","44.5","1220","67.6","91","3168","41.9","3168","48.1","3070","51.2","1363","75.5","Mod-High","Low-Mod VC/Mod-High SVI","Mod-High VC/Mod-High SVI","Mod-High VC/Mod-High SVI","Mod-High VC/Mod-High SVI"
"2021-08-23T00:00:00.000","48215","34","Hidalgo County","TX","0","0","0","0.0","0","0","0","0","0","0","0","0","0.0","0","0","0","0","High",,,,
"2021-08-23T00:00:00.000","05001","34","Arkansas County","AR","41.8","7317","7314","49.5","7018","52.1","2464","69.4","89.7","9323","53.3","9318","63.0","8727","64.7","2800","78.9","High","Mod-High VC/High SVI","Mod-High VC/High SVI","High VC/High SVI","Mod-High VC/High SVI"
"2021-08-23T00:00:00.000","25021","34","Norfolk County","MA","65.9","465795","464208","75.7","428961","76.6","100472","82.5","89.4","514846","72.8","512565","83.6","471067","84.1","109594","90","Low","High VC/Low SVI","High VC/Low SVI","High VC/Low SVI","High VC/Low SVI"
"2021-08-23T00:00:00.000","72117","34","Rincon Municipio","PR","58.8","8028","8027","65.9","7454","66.5","2301","99.1","96","9045","66.2","9041","74.2","8362","74.6","2519","99.9","Low","High VC/Low SVI","High VC/Low SVI","High VC/Low SVI","High VC/Low SVI"
"2021-08-23T00:00:00.000","37001","34","Alamance County","NC","44.8","75972","75905","52.3","72113","54.6","23112","79.6","96.3","88930","52.5","88810","61.2","83553","63.2","23727","81.7","High","Mod-High VC/High SVI","High VC/High SVI","High VC/High SVI","High VC/High SVI"
"2021-08-23T00:00:00.000","20153","34","Rawlins County","KS","34.2","866","866","40.4","844","42.6","433","61.2","93.5","974","38.5","974","45.4","936","47.3","462","65.3","Low","Low-Mod VC/Low SVI","Mod-High VC/Low SVI","Mod-High VC/Low SVI","Mod-High VC/Low SVI"
"2021-08-23T00:00:00.000","13081","34","Crisp County","GA","12.9","2893","2891","15.3","2676","15.7","787","18.3","54.9","3515","15.7","3513","18.6","3139","18.4","815","18.9","High","Low VC/High SVI","Low VC/High SVI","Low VC/High SVI","Low VC/High SVI"
"2021-08-23T00:00:00.000","27031","34","Cook County","MN","69.7","3805","3803","77.3","3675","79.2","1482","92.6","94.4","4136","75.7","4131","84.0","3979","85.8","1517","94.8","Low","High VC/Low SVI","High VC/Low SVI","High VC/Low SVI","High VC/Low SVI"
"2021-08-23T00:00:00.000","47061","34","Grundy County","TN","19.7","2640","2640","22.7","2604","24.7","1218","43.2","97.8","3319","24.7","3317","28.6","3246","30.7","1374","48.7","High","Low VC/High SVI","Low VC/High SVI","Low VC/High SVI","Low-Mod VC/High SVI"
"2021-08-23T00:00:00.000","12019","34","Clay County","FL","36","78852","78851","42.0","74725","44.2","25044","69.9","98.6","101262","46.2","101250","53.9","95040","56.3","30284","84.5","Low-Mod","Low-Mod VC/Low-Mod SVI","Mod-High VC/Low-Mod SVI","Mod-High VC/Low-Mod SVI","Mod-High VC/Low-Mod SVI"
"2021-08-23T00:00:00.000","29025","34","Caldwell County","MO","30.9","2785","2785","36.1","2692","38.9","1145","63.2","91","3171","35.2","3171","41.1","3027","43.7","1226","67.7","Low-Mod","Low-Mod VC/Low-Mod SVI","Low-Mod VC/Low-Mod SVI","Low-Mod VC/Low-Mod SVI","Mod-High VC/Low-Mod SVI"
"2021-08-23T00:00:00.000","21089","34","Greenup County","KY","34.5","12103","12103","39.9","11621","42.1","4083","54.7","93.4","15332","43.7","15331","50.6","14523","52.6","5120","68.6","Low-Mod","Low-Mod VC/Low-Mod SVI","Low-Mod VC/Low-Mod SVI","Mod-High VC/Low-Mod SVI","Mod-High VC/Low-Mod SVI"
"2021-08-23T00:00:00.000","26015","34","Barry County","MI","39.8","24497","24497","46.3","23353","48.6","8406","72.2","93.8","24926","40.5","24925","47.1","24214","50.4","8740","75.1","Low","Low-Mod VC/Low SVI","Mod-High VC/Low SVI","Mod-High VC/Low SVI","High VC/Low SVI"
"2021-08-23T00:00:00.000","22025","34","Catahoula Parish","LA","28.3","2691","2691","32.8","2637","35.2","1137","66.9","96.3","3517","37","3516","42.9","3390","45.3","1367","80.4","High","Low VC/High SVI","Low-Mod VC/High SVI","Low-Mod VC/High SVI","Mod-High VC/High SVI"
"2021-08-23T00:00:00.000","51025","34","Brunswick County","VA","29.6","4803","4801","33.0","4658","34.3","1684","47.7","51.3","6456","39.8","6453","44.4","6238","46","1840","52.1","High","Low VC/High SVI","Low-Mod VC/High SVI","Low-Mod VC/High SVI","Low-Mod VC/High SVI"
"2021-08-23T00:00:00.000","13115","34","Floyd County","GA","11.8","11574","11573","13.8","10571","13.9","1815","10.8","54.9","12471","12.7",,"0.0",,"0",,"0","High","Low VC/High SVI","Low VC/High SVI","Low VC/High SVI","Low VC/High SVI"
"2021-08-23T00:00:00.000","28041","34","Greene County","MS","26.9","3655","3655","30.6","3620","33","1071","51.6","98.3","4450","32.8","4448","37.3","4335","39.5","1176","56.7","Mod-High","Low VC/Mod-High SVI","Low-Mod VC/Mod-High SVI","Low-Mod VC/Mod-High SVI","Mod-High VC/Mod-High SVI"
"2021-08-23T00:00:00.000","56001","34","Albany County","WY","44","17103","17102","49.4","16327","50","3846","80.9","96.4","19491","50.1","19490","56.3","18470","56.6","4119","86.7","Low","Mod-High VC/Low SVI","Mod-High VC/Low SVI","High VC/Low SVI","High VC/Low SVI"
"2021-08-23T00:00:00.000","30109","34","Wibaux County","MT","22","213","213","25.5","211","27.3","129","51.6","95.6","229","23.6","229","27.5","226","29.2","133","53.2","Low-Mod","Low VC/Low-Mod SVI","Low VC/Low-Mod SVI","Low VC/Low-Mod SVI","Mod-High VC/Low-Mod SVI"
"2021-08-23T00:00:00.000","46047","34","Fall River County","SD","41.4","2776","2776","46.2","2733","48.9","1381","68.8","83.8",,"0",,"0.0",,"0",,"0","Low-Mod","Mod-High VC/Low-Mod SVI","Mod-High VC/Low-Mod SVI","Mod-High VC/Low-Mod SVI","Mod-High VC/Low-Mod SVI"
"2021-08-23T00:00:00.000","12017","34","Citrus County","FL","46.4","69376","69374","51.2","68202","53.4","41606","75.7","98.6","81077","54.2","81063","59.8","79271","62.1","46109","83.9","Mod-High","Mod-High VC/Mod-High SVI","High VC/Mod-High SVI","High VC/Mod-High SVI","High VC/Mod-High SVI"
"2021-08-23T00:00:00.000","20007","34","Barber County","KS","37.6","1666","1666","44.5","1651","48.5","781","76.4","93.5","1910","43.1","1910","51.0","1878","55.2","847","82.9","Low-Mod","Low-Mod VC/Low-Mod SVI","Mod-High VC/Low-Mod SVI","Mod-High VC/Low-Mod SVI","High VC/Low-Mod SVI"
"2021-08-23T00:00:00.000","28049","34","Hinds County","MS","43","99607","99603","50.9","94610","53.6","27977","81.6","98.3","119789","51.7","119777","61.2","111311","63.1","30473","88.9","High","Mod-High VC/High SVI","High VC/High SVI","High VC/High SVI","High VC/High SVI"
"2021-08-23T00:00:00.000","20195","34","Trego County","KS","31.8","891","891","35.9","881","38.1","369","48.3","93.5","999","35.6","999","40.3","968","41.9","382","50","Low","Low-Mod VC/Low SVI","Low-Mod VC/Low SVI","Low-Mod VC/Low SVI","Low-Mod VC/Low SVI"
"2021-08-23T00:00:00.000","27153","34","Todd County","MN","34","8392","8386","40.6","8124","43.3","3632","66.6","94.4","9132","37","9123","44.2","8796","46.9","3809","69.9","Low-Mod","Low-Mod VC/Low-Mod SVI","Mod-High VC/Low-Mod SVI","Mod-High VC/Low-Mod SVI","Mod-High VC/Low-Mod SVI"
"2021-08-23T00:00:00.000","18099","34","Marshall County","IN","37.2","17221","17221","44.3","16323","47","6163","72.9","98.6","18907","40.9","18905","48.6","17602","50.7","6387","75.5","Mod-High","Low-Mod VC/Mod-High SVI","Mod-High VC/Mod-High SVI","Mod-High VC/Mod-High SVI","High VC/Mod-High SVI"
"2021-08-23T00:00:00.000","29089","34","Howard County","MO","34.4","3442","3441","40.2","3344","42.8","1319","67","91","4071","40.7","4070","47.5","3910","50","1458","74.1","Low-Mod","Low-Mod VC/Low-Mod SVI","Mod-High VC/Low-Mod SVI","Mod-High VC/Low-Mod SVI","Mod-High VC/Low-Mod SVI"
"2021-08-23T00:00:00.000","51710","34","Norfolk city","VA","38.6","93582","93450","44.7","89445","45.7","19131","68.1","51.3","107742","44.4","107519","51.5","102212","52.2","21185","75.4","High","Low-Mod VC/High SVI","Mod-High VC/High SVI","Mod-High VC/High SVI","Mod-High VC/High SVI"
"2021-08-23T00:00:00.000","13277","34","Tift County","GA","15.3","6204","6204","18.3","5819","19","2245","35.9","54.9","8282","20.4","8279","24.4","7547","24.7","2502","40","High","Low VC/High SVI","Low VC/High SVI","Low VC/High SVI","Low-Mod VC/High SVI"
"2021-08-23T00:00:00.000","55127","34","Walworth County","WI","44.1","45821","45820","50.4","43846","52.9","15528","81.4","97","50259","48.4","50254","55.3","47679","57.6","16188","84.9","Low-Mod","Mod-High VC/Low-Mod SVI","High VC/Low-Mod SVI","High VC/Low-Mod SVI","High VC/Low-Mod SVI"
"2021-08-23T00:00:00.000","08063","34","Kit Carson County","CO","31","2200","2199","37.1","2155","40.6","910","65.7","97.4","2390","33.7","2389","40.3","2319","43.7","954","68.9","Mod-High","Low-Mod VC/Mod-High SVI","Low-Mod VC/Mod-High SVI","Mod-High VC/Mod-High SVI","Mod-High VC/Mod-High SVI"
"2021-08-23T00:00:00.000","13145","34","Harris County","GA","16.1","5658","5658","18.5","5398","19.5","1874","27.5","54.9","6546","18.6","6546","21.4","6109","22","2013","29.6","Low","Low VC/Low SVI","Low VC/Low SVI","Low VC/Low SVI","Low VC/Low SVI"
"2021-08-23T00:00:00.000","21207","34","Russell County","KY","36.4","6519","6519","43.0","6393","46.1","2439","67.2","93.4","7552","42.1","7552","49.8","7296","52.6","2644","72.9","High","Low-Mod VC/High SVI","Mod-High VC/High SVI","Mod-High VC/High SVI","Mod-High VC/High SVI"
"2021-08-23T00:00:00.000","51195","34","Wise County","VA","21.6","8084","8079","24.6","7796","25.8","2783","38.8","51.3","10521","28.1","10505","32.0","10074","33.3","3515","49.1","High","Low VC/High SVI","Low VC/High SVI","Low VC/High SVI","Low-Mod VC/High SVI"
"2021-08-23T00:00:00.000","51153","34","Prince William County","VA","51.1","240288","239565","61.9","217470","63.2","34391","70.9","51.3","272807","58","271685","70.2","244738","71.1","37057","76.4","Low-Mod","High VC/Low-Mod SVI","High VC/Low-Mod SVI","High VC/Low-Mod SVI","High VC/Low-Mod SVI"
"2021-08-23T00:00:00.000","29189","34","St. Louis County","MO","51.6","513005","512994","60.2","477820","61.5","149541","81.1","91","591068","59.5","591016","69.4","546180","70.4","163442","88.7","Low-Mod","High VC/Low-Mod SVI","High VC/Low-Mod SVI","High VC/Low-Mod SVI","High VC/Low-Mod SVI"
"2021-08-23T00:00:00.000","51077","34","Grayson County","VA","19.4","3024","3024","21.8","2952","22.7","1141","29","51.3","3455","22.2","3453","24.9","3367","25.9","1266","32.1","Mod-High","Low VC/Mod-High SVI","Low VC/Mod-High SVI","Low VC/Mod-High SVI","Low VC/Mod-High SVI"
"2021-08-23T00:00:00.000","48411","34","San Saba County","TX","0","0","0","0.0","0","0","0","0","0","0","0","0","0.0","0","0","0","0","Mod-High",,,,
"2021-08-23T00:00:00.000","30055","34","McCone County","MT","14.8","247","247","17.2","241","18.4","124","27.5","95.6","260","15.6","260","18.1","250","19","127","28.2","Low","Low VC/Low SVI","Low VC/Low SVI","Low VC/Low SVI","Low VC/Low SVI"
"2021-08-23T00:00:00.000","55047","34","Green Lake County","WI","44.6","8436","8435","51.8","8204","55.5","3614","83.8","97","9072","48","9071","55.7","8739","59.2","3702","85.8","Low-Mod","Mod-High VC/Low-Mod SVI","High VC/Low-Mod SVI","High VC/Low-Mod SVI","High VC/Low-Mod SVI"
"2021-08-23T00:00:00.000","01033","34","Colbert County","AL","36.2","20006","20006","42.0","19381","44.4","7744","70","92","25446","46.1","25444","53.5","24309","55.6","8940","80.8","Low-Mod","Low-Mod VC/Low-Mod SVI","Mod-High VC/Low-Mod SVI","Mod-High VC/Low-Mod SVI","High VC/Low-Mod SVI"
"2021-08-23T00:00:00.000","21213","34","Simpson County","KY","41.5","7706","7706","49.2","7440","52.5","2523","81.3","93.4","8874","47.8","8874","56.7","8480","59.9","2692","86.8","Low-Mod","Mod-High VC/Low-Mod SVI","Mod-High VC/Low-Mod SVI","High VC/Low-Mod SVI","High VC/Low-Mod SVI"
"2021-08-23T00:00:00.000","UNK","34","Unknown County","FM","0","33213","33205","0.0","33188","0","2824","0","0","39332","0","39319","0.0","39276","0","3143","0",,,,,
"2021-08-23T00:00:00.000","37179","34","Union County","NC","41.4","99350","99256","49.1","90766","51.4","23419","75","96.3","117846","49.1","117684","58.2","106240","60.2","25408","81.3","Low","Mod-High VC/Low SVI","Mod-High VC/Low SVI","High VC/Low SVI","High VC/Low SVI"
"2021-08-23T00:00:00.000","46085","34","Lyman County","SD","48.9","1848","1848","60.9","1726","64.6","503","82.2","83.8","2217","58.6","2217","73.1","2028","76","539","88.1","Mod-High","Mod-High VC/Mod-High SVI","High VC/Mod-High SVI","High VC/Mod-High SVI","High VC/Mod-High SVI"
"2021-08-23T00:00:00.000","13107","34","Emanuel County","GA","20.8","4718","4718","24.9","4613","27.1","1670","44.8","54.9","6071","26.8","6068","32.1","5851","34.4","1855","49.7","High","Low VC/High SVI","Low VC/High SVI","Low VC/High SVI","Low-Mod VC/High SVI"
"2021-08-23T00:00:00.000","02198","34","Prince of Wales-Hyder Census Area","AK","45.8","2844","2834","53.6","2629","54.5","762","67.7","96.9","3171","51.1","3157","59.7","2928","60.7","842","74.8","High","Mod-High VC/High SVI","High VC/High SVI","High VC/High SVI","Mod-High VC/High SVI"
"2021-08-23T00:00:00.000","20091","34","Johnson County","KS","60.3","363362","363356","71.5","336628","73.6","85768","94.7","93.5","426035","70.7","426010","83.8","391159","85.5","102286","99.9","Low","High VC/Low SVI","High VC/Low SVI","High VC/Low SVI","High VC/Low SVI"
"2021-08-23T00:00:00.000","13185","34","Lowndes County","GA","20.6","24185","24185","24.7","23134","26","6998","47.3","54.9","28614","24.4","28606","29.2","26777","30.1","7218","48.8","High","Low VC/High SVI","Low VC/High SVI","Low VC/High SVI","Low-Mod VC/High SVI"
"2021-08-23T00:00:00.000","21159","34","Martin County","KY","39.5","4421","4421","45.1","4329","48","1180","61.7","93.4","5243","46.8","5243","53.5","5084","56.4","1311","68.6","High","Low-Mod VC/High SVI","Mod-High VC/High SVI","Mod-High VC/High SVI","Mod-High VC/High SVI"
"2021-08-23T00:00:00.000","47185","34","White County","TN","32.7","8940","8940","38.1","8761","41","4069","72.5","97.8","10343","37.8","10339","44.1","10077","47.1","4449","79.2","Mod-High","Low-Mod VC/Mod-High SVI","Low-Mod VC/Mod-High SVI","Mod-High VC/Mod-High SVI","High VC/Mod-High SVI"
"2021-08-23T00:00:00.000","48125","34","Dickens County","TX","0","0","0","0.0","0","0","0","0","0","0","0","0","0.0","0","0","0","0","High",,,,
"2021-08-23T00:00:00.000","18085","34","Kosciusko County","IN","34.3","27233","27233","40.6","26342","43.4","9710","70.8","98.6","29365","37","29364","43.8","28217","46.5","10047","73.2","Low-Mod","Low-Mod VC/Low-Mod SVI","Mod-High VC/Low-Mod SVI","Mod-High VC/Low-Mod SVI","High VC/Low-Mod SVI"
"2021-08-23T00:00:00.000","13049","34","Charlton County","GA","7.4","987","987","8.4","953","8.7","367","17.4","54.9","1387","10.4","1386","11.8","1298","11.9","449","21.3","High","Low VC/High SVI","Low VC/High SVI","Low VC/High SVI","Low VC/High SVI"
"2021-08-23T00:00:00.000","05097","34","Montgomery County","AR","29.5","2649","2649","33.4","2605","35.6","1334","55","89.7","3158","35.1","3158","39.8","3067","41.9","1485","61.2","Mod-High","Low VC/Mod-High SVI","Low-Mod VC/Mod-High SVI","Low-Mod VC/Mod-High SVI","Mod-High VC/Mod-High SVI"
"2021-08-23T00:00:00.000","49041","34","Sevier County","UT","30.3","6557","6557","37.1","6295","41","2586","72.5","97.2","7920","36.6","7918","44.8","7478","48.7","2913","81.7","Low-Mod","Low-Mod VC/Low-Mod SVI","Low-Mod VC/Low-Mod SVI","Mod-High VC/Low-Mod SVI","High VC/Low-Mod SVI"
"2021-08-23T00:00:00.000","08057","34","Jackson County","CO","37","515","515","41.8","502","43.3","214","66","97.4","533","38.3",,"0.0",,"0",,"0","Low","Low-Mod VC/Low SVI","Mod-High VC/Low SVI","Mod-High VC/Low SVI","Mod-High VC/Low SVI"
"2021-08-23T00:00:00.000","54009","34","Brooke County","WV","18.9","4148","4146","21.2","3971","21.9","1694","31.4","57.8","5191","23.7","5188","26.6","4944","27.3","1891","35.1","Low-Mod","Low VC/Low-Mod SVI","Low VC/Low-Mod SVI","Low VC/Low-Mod SVI","Low-Mod VC/Low-Mod SVI"
"2021-08-23T00:00:00.000","48263","34","Kent County","TX","0","0","0","0.0","0","0","0","0","0","0","0","0","0.0","0","0","0","0","Low-Mod",,,,
"2021-08-23T00:00:00.000","13015","34","Bartow County","GA","11.1","11919","11919","13.1","11313","13.8","3138","20.2","54.9","14419","13.4","14419","15.8","13352","16.3","3536","22.8","Mod-High","Low VC/Mod-High SVI","Low VC/Mod-High SVI","Low VC/Mod-High SVI","Low VC/Mod-High SVI"
"2021-08-23T00:00:00.000","37015","34","Bertie County","NC","35.9","6797","6795","40.3","6640","42.4","2719","60.7","96.3","9212","48.6","9209","54.6","8954","57.2","3510","78.4","High","Low-Mod VC/High SVI","Mod-High VC/High SVI","Mod-High VC/High SVI","Mod-High VC/High SVI"
"2021-08-23T00:00:00.000","37119","34","Mecklenburg County","NC","47.6","528397","527689","56.3","492919","57.8","104008","81.5","96.3","645325","58.1","644180","68.7","595915","69.9","114161","89.4","Low-Mod","Mod-High VC/Low-Mod SVI","High VC/Low-Mod SVI","High VC/Low-Mod SVI","High VC/Low-Mod SVI"
"2021-08-23T00:00:00.000","54051","34","Marshall County","WV","9.7","2962","2960","11.1","2806","11.4","1076","15.3","57.8","3750","12.3","3747","14.0","3546","14.4","1266","18","Low","Low VC/Low SVI","Low VC/Low SVI","Low VC/Low SVI","Low VC/Low SVI"
"2021-08-23T00:00:00.000","24001","34","Allegany County","MD","44.7","31459","31457","50.3","30515","52.4","11375","78.6","98.6","34570","49.1","34568","55.3","33330","57.2","12050","83.3","Mod-High","Mod-High VC/Mod-High SVI","High VC/Mod-High SVI","High VC/Mod-High SVI","High VC/Mod-High SVI"
"2021-08-23T00:00:00.000","29079","34","Grundy County","MO","28.2","2779","2779","33.8","2709","36.2","1271","57.7","91","3190","32.4","3189","38.8","3080","41.2","1368","62.1","Mod-High","Low VC/Mod-High SVI","Low-Mod VC/Mod-High SVI","Low-Mod VC/Mod-High SVI","Mod-High VC/Mod-High SVI"
"2021-08-23T00:00:00.000","26165","34","Wexford County","MI","41.3","13890","13890","48.7","13289","51.3","4683","71.2","93.8","14580","43.4","14580","51.1","14285","55.2","5201","79","Mod-High","Mod-High VC/Mod-High SVI","Mod-High VC/Mod-High SVI","High VC/Mod-High SVI","High VC/Mod-High SVI"
"2021-08-23T00:00:00.000","26081","34","Kent County","MI","50.2","329967","329963","59.7","309819","62","74666","80.4","93.8",,"0",,"0.0",,"0",,"0","Low-Mod","High VC/Low-Mod SVI","High VC/Low-Mod SVI","High VC/Low-Mod SVI","High VC/Low-Mod SVI"
"2021-08-23T00:00:00.000","48233","34","Hutchinson County","TX","0","0","0","0.0","0","0","0","0","0","0","0","0","0.0","0","0","0","0","Mod-High",,,,
"2021-08-23T00:00:00.000","51740","34","Portsmouth city","VA","61.1","57658","57627","72.9","56358","77.6","11317","79.2","51.3","64272","68.1","64221","81.2","62416","86","12504","87.5","High","High VC/High SVI","High VC/High SVI","High VC/High SVI","High VC/High SVI"
"2021-08-23T00:00:00.000","48253","34","Jones County","TX","0","0","0","0.0","0","0","0","0","0","0","0","0","0.0","0","0","0","0","Mod-High",,,,
"2021-08-23T00:00:00.000","06105","34","Trinity County","CA","0","0","0","0.0","0","0","0","0","0","0","0","0","0.0","0","0","0","0","Mod-High",,,,
"2021-08-23T00:00:00.000","27089","34","Marshall County","MN","35.7","3336","3331","42.2","3209","44.6","1297","62.3","94.4","3901","41.8","3896","49.3","3730","51.8","1557","74.8","Low","Low-Mod VC/Low SVI","Mod-High VC/Low SVI","Mod-High VC/Low SVI","Mod-High VC/Low SVI"
"2021-08-23T00:00:00.000","20043","34","Doniphan County","KS","35.7","2713","2713","41.3","2639","43.9","1076","71.6","93.5","3072","40.4","3071","46.7","2955","49.2","1145","76.2","Low","Low-Mod VC/Low SVI","Mod-High VC/Low SVI","Mod-High VC/Low SVI","High VC/Low SVI"
"2021-08-23T00:00:00.000","22055","34","Lafayette Parish","LA","37.1","90626","90625","44.1","86714","46.5","25742","76.5","96.3","111607","45.7","111593","54.4","105091","56.3","27712","82.4","Mod-High","Low-Mod VC/Mod-High SVI","Mod-High VC/Mod-High SVI","Mod-High VC/Mod-High SVI","High VC/Mod-High SVI"
"2021-08-23T00:00:00.000","26155","34","Shiawassee County","MI","42.3","28812","28811","48.7","27533","51","9670","74.6","93.8","29964","44","29962","50.6","29077","53.9","10068","77.6","Low","Mod-High VC/Low SVI","Mod-High VC/Low SVI","High VC/Low SVI","High VC/Low SVI"
"2021-08-23T00:00:00.000","51087","34","Henrico County","VA","20.4","67568","67351","23.8","62525","24.4","16263","30.8","51.3","76585","23.2","76250","27.0","70438","27.4","17542","33.3","Low-Mod","Low VC/Low-Mod SVI","Low VC/Low-Mod SVI","Low VC/Low-Mod SVI","Low-Mod VC/Low-Mod SVI"
"2021-08-23T00:00:00.000","27105","34","Nobles County","MN","47.3","10225","10212","58.4","9776","62.4","3048","84.1","94.4","11305","52.3","11289","64.5","10621","67.8","3152","86.9","High","Mod-High VC/High SVI","High VC/High SVI","High VC/High SVI","High VC/High SVI"
"2021-08-23T00:00:00.000","41005","34","Clackamas County","OR","57.2","239299","238613","66.0","222107","67.4","63128","80.5","97.7","254412","60.8","253451","70.1","234466","71.2","64493","82.2","Low","High VC/Low SVI","High VC/Low SVI","High VC/Low SVI","High VC/Low SVI"
"2021-08-23T00:00:00.000","23019","34","Penobscot County","ME","57.8","87950","87946","65.3","83586","67","25260","86.8","96.3","94548","62.1","94541","70.2","89558","71.8","26307","90.4","Low-Mod","High VC/Low-Mod SVI","High VC/Low-Mod SVI","High VC/Low-Mod SVI","High VC/Low-Mod SVI"
"2021-08-23T00:00:00.000","51099","34","King George County","VA","13.3","3567","3566","15.8","3481","17.2","478","13.3","51.3","4116","15.3","4115","18.2","4006","19.8","557","15.5","Low","Low VC/Low SVI","Low VC/Low SVI","Low VC/Low SVI","Low VC/Low SVI"
"2021-08-23T00:00:00.000","20163","34","Rooks County","KS","38.6","1898","1898","45.0","1852","48.4","792","69.7","93.5","2133","43.4","2133","50.5","2056","53.7","853","75","Low","Low-Mod VC/Low SVI","Mod-High VC/Low SVI","Mod-High VC/Low SVI","Mod-High VC/Low SVI"
"2021-08-23T00:00:00.000","51113","34","Madison County","VA","40.3","5342","5337","46.1","5052","47.7","1876","61.8","51.3","6021","45.4","6005","51.9","5673","53.6","2054","67.7","Low","Mod-High VC/Low SVI","Mod-High VC/Low SVI","Mod-High VC/Low SVI","Mod-High VC/Low SVI"
"2021-08-23T00:00:00.000","48201","34","Harris County","TX","0","0","0","0.0","0","0","0","0","0","0","0","0","0.0","0","0","0","0","Mod-High",,,,
"2021-08-23T00:00:00.000","27075","34","Lake County","MN","56.6","6023","6008","64.5","5738","66.7","2325","81.4","94.4","6405","60.2","6388","68.6","6070","70.5","2370","83","Low","High VC/Low SVI","High VC/Low SVI","High VC/Low SVI","High VC/Low SVI"
"2021-08-23T00:00:00.000","48417","34","Shackelford County","TX","0","0","0","0.0","0","0","0","0","0","0","0","0","0.0","0","0","0","0","Mod-High",,,,
"2021-08-23T00:00:00.000","45083","34","Spartanburg County","SC","32.7","104440","104301","38.4","100449","40.8","35902","68.4","93.7","122563","38.3","122321","45.1","116598","47.4","39169","74.6","High","Low-Mod VC/High SVI","Low-Mod VC/High SVI","Mod-High VC/High SVI","Mod-High VC/High SVI"
"2021-08-23T00:00:00.000","26147","34","St. Clair County","MI","41.8","66550","66549","47.9","64112","50.7","23056","74.7","93.8","68817","43.2","68813","49.6","67108","53","23849","77.2","Low-Mod","Mod-High VC/Low-Mod SVI","Mod-High VC/Low-Mod SVI","High VC/Low-Mod SVI","High VC/Low-Mod SVI"
"2021-08-23T00:00:00.000","13313","34","Whitfield County","GA","16.5","17281","17280","19.8","16097","20.7","4214","28","54.9","20765","19.8","20755","23.8","18709","24.1","4594","30.5","High","Low VC/High SVI","Low VC/High SVI","Low VC/High SVI","Low VC/High SVI"
"2021-08-23T00:00:00.000","29097","34","Jasper County","MO","37.3","45272","45270","44.6","43226","47.3","14503","74.9","91","54024","44.5","54020","53.3","50979","55.8","15931","82.2","Mod-High","Low-Mod VC/Mod-High SVI","Mod-High VC/Mod-High SVI","Mod-High VC/Mod-High SVI","High VC/Mod-High SVI"
"2021-08-23T00:00:00.000","45087","34","Union County","SC","30.9","8440","8434","35.8","8285","38.5","3738","66.4","93.7","10047","36.8","10035","42.6","9764","45.4","4157","73.8","High","Low-Mod VC/High SVI","Low-Mod VC/High SVI","Low-Mod VC/High SVI","Mod-High VC/High SVI"
